docid	exp_genres	date	author	title	origgenres	origsubjs	remove
mdp.39015065530670	fairy tales	1883.0	Asbjørnsen, Peter Christen	Fairy tales from the far North, | $c: by P. C. Asbjörnsen, tr. from the Norwegian by H. L. Brækstad.		Fairy tales	 
uc1.32106005771776	random|folklore	1929.0		Folk-say, a regional miscellany.		United States|Folklore|American literature|20th century	 
inu.39000005775502	folklore	1929.0	Posselt, Friedrich Wilhelm Traugott	Fables of the Veld, | $c: by F. Posselt. With a foreword by Professor Carl Meinhof.		Folklore	 
inu.30000108973151	fairy tales|folklore	1929.0	Boniface, Eleanor	S'Nellie's Welsh fairy tales / | $c: Illustrated by Wynona Garfitt.		Folklore|Wales|Fairy tales	 
uc1.$b600188	short stories	1929.0	Cournos, John	Short stories out of Soviet Russia, | $c: compiled and translated by John Cournos.		Short stories, Russian|Translations from Russian|Short stories, English|Translations into English	 
uc1.32106018920634	random	1929.0	Morand, Paul	Black magic; | $c: translated from the French		Black race	 
mdp.39015058255475	short stories	1932.0	Cobb, Thomas	Acts of contrition / | $c: Thomas Cobb.	Short stories	Social life and customs|Historical fiction, American	 
mdp.39015058073100	short stories|science fiction	2003.0		Firebirds : | an anthology of original fantasy and science fiction / | $c: edited by Sharyn November.	Short stories	Fantasy fiction, English|Science fiction, English|Science fiction, American|Fantasy fiction, American	 
wu.89098515075	random	1929.0		Literature for the junior high school / | $c: by Thomas H. Briggs, Charles Madison Curry and Leonidas Warren Payne.		American literature (Collections)|English literature (Collections)	 
uc1.$b470316	tales|fairy tales	1929.0	Baumann, Margaret I	Ajapa the tortoise, | a book of Nigerian fairy tales, | $c: with eight full-page illustrations in colour by G. R. Day.		Tales|Day, G. R|Nigeria|Fairy tales	 
wu.89098854441	historical fiction	1897.0	Hopkins, Pauline Bradford Mackie	Mademoiselle de Berny; | a story of Valley Forge / | $c: By Pauline Bradford Mackie. Illustrated by Frank T. Merrill ...		Revolution, 1775-1783|History	 
wu.89100296318	western stories	1929.0	Lovelace, Maud Hart	Early candlelight : | a novel / | $c: by Maud Hart Lovelace.		Frontier and pioneer life	 
nyp.33433074910955	historical fiction	1897.0	Munroe, Kirk	With Crockett and Bowie; | or, Fighting for the Lone-star flag; a tale of Texas, | $c: by Kirk Munroe ... illustrated by V. Perard.		History|Revolution, 1835-1836	 
mdp.39076001126692	mystery and detective fiction	1929.0	Thwing, Eugene	The world's best one hundred detective stories | (in ten volumes) | $c: Eugene Thwing, editor-in-chief.		Detective and mystery stories	 
mdp.39076001126726	mystery and detective fiction	1929.0	Thwing, Eugene	The world's best one hundred detective stories | (in ten volumes) | $c: Eugene Thwing, editor-in-chief.		Detective and mystery stories	 
mdp.39076001126809	mystery and detective fiction	1929.0	Thwing, Eugene	The world's best one hundred detective stories | (in ten volumes) | $c: Eugene Thwing, editor-in-chief.		Detective and mystery stories	 
mdp.39076001126817	mystery and detective fiction	1929.0	Thwing, Eugene	The world's best one hundred detective stories | (in ten volumes) | $c: Eugene Thwing, editor-in-chief.		Detective and mystery stories	 
mdp.39076001126833	random|mystery and detective fiction	1929.0	Thwing, Eugene	The world's best one hundred detective stories | (in ten volumes) | $c: Eugene Thwing, editor-in-chief.		Detective and mystery stories	 
mdp.39076001126841	mystery and detective fiction	1929.0	Thwing, Eugene	The world's best one hundred detective stories | (in ten volumes) | $c: Eugene Thwing, editor-in-chief.		Detective and mystery stories	 
mdp.39015020735745	adventure stories	1972.0	Adams, Richard	Watership Down | $c: [by] Richard Adams.	Adventure stories|Fantasy fiction	Rabbits	 
mdp.39076002197890	historical fiction	1929.0	Holland, Rupert Sargent	Sons of seven cities / | $c: by Rupert Sargent Holland ; illustrated with maps drawn by Clayton E. Jenkins.	Juvenile audience	Juvenile fiction|History	 
mdp.39076002248016	historical fiction|legends	1929.0	Hill, Helen	The golden goat / | $c: by Helen Hill and Violet Maxwell ; illustrated by the authors.	Juvenile audience	France|Social life and customs|Aristocracy (Social class)|Legends|History|Juvenile fiction|To 1328|Medieval period, 987-1515	 
uc1.$b787419	war stories	1929.0	O'Flaherty, Liam	Return of the brute, | $c: by Liam O'Flaherty.		World War, 1914-1918	 
uc2.ark+=13960=t4wh2hv5q	tales	1897.0	Fitzpatrick, James Percy	The outspan; tales of South Africa		Tales|South Africa	 
pst.000022805287	historical fiction	1929.0	Undset, Sigrid	In the wilderness.		1030-1397|History	 
uc1.$b54689	historical fiction	1897.0		Stories from English history		Literature|History|Great Britain	 
uc2.ark+=13960=t4zg6jf42	historical fiction	1897.0		Life of S??gor??, the farmer patriot of Sakura;		To 1868|Sakura, S????gor????|History|Japan	 
mdp.39015011256685	science fiction	1974.0		The Best from Fantasy and science fiction : | a special 25th anniversary anthology / | $c: edited by Edward L. Ferman.		Science fiction|Fantasy fiction	 
mdp.39015019948580	short stories	1974.0		Asian and Pacific short stories. | $c: Compiled by the Cultural and Social Centre, Asian Pacific Council. Seoul, Korea, Cultural and Social Centre for the Asian and Pacific region.		Short stories, English|Translations into English|Translations from Oriental literature|Short stories, Oriental	 
uc2.ark+=13960=t7qn61w23	historical fiction	1897.0	Doyle, Arthur Conan, Sir	Uncle Bernac		Consulate and First Empire, 1799-1815|France|History|Napoleonic Wars, 1800-1815	 
osu.32435056164338	random	1929.0	Gardner, Anne	"Reputation, a story of April Low, known as | ""The wickedest woman in Hollywood"" / | $c: by Anne Gardner."			 
mdp.39015005008175	random	1974.0	Rādhākr̥ṣṇan, Si	Zero : | a novel / | $c: C. Radhakrishnan.			 
mdp.39015020681964	mystery and detective fiction	1930.0	Doyle, Arthur Conan, Sir	The complete Sherlock Holmes / | $c: by Sir Arthur Conan Doyle ; with a preface by Christopher Morley.	Mystery fiction	Holmes, Sherlock (Fictitious character)|Morley, Christopher|England|Detective and mystery stories, English|1890-1957|Private investigators	 
mdp.39015020715929	fairy tales	1875.0	Andersen, H. C. (Hans Christian)	The complete fairy tales and stories. | $c: Translated from the Danish by Erik Christian Haugaard. Foreword by Virginia Haviland.		Fairy tales	 
uc2.ark+=13960=t7xk8559n	historical fiction	1897.0	Hotchkiss, Chauncey C. (Chauncey Crafts)	A colonial free-lance		Revolution, 1775-1783|United States|History	 
uc1.b3722648	short stories	1974.0	Holton, Milne	The big horse and other stories of modern Macedonia. | $c: Edited, with an introd. by Milne Holton.		Short stories, English|Social life and customs|Translations into English|Short stories, Macedonian	 
uc2.ark+=13960=t1cj87r4q	historical fiction	1897.0	McClelland, Ella Gale	A daughter of two nations		Revolution, 1775-1783|United States|History	 
mdp.39015023145215	war stories	1930.0	Frey, Alexander M. (Alexander Moritz)	The cross bearers, | $c: by A. M. Frey; a story of the medical corps.		World War, 1914-1918	 
mdp.39015061562552	random	1950.0	Bandyopādhyāẏa, Bibhūtibhūshaṇa	The mountain of the moon / | $c: Bibhutibhushan Bandopadhyay ; translated by Santanu Sinha Chauduri ; illustrated by Suddasattwa Basu.			 
mdp.39015063553120	random	1925.0	Figgis, Darrell	The return of the hero | $c: [by] Darrell Figgis, with an introduction by James Stephens.			 
uc2.ark+=13960=t2q52gs7t	random	1897.0	De Amicis, Edmondo	On blue water			 
uc2.ark+=13960=t78s4m548	fairy tales	1897.0		The diamond fairy book		Fairy tales	 
mdp.39015060593897	science fiction	2003.0	Robson, Justina	Natural history / | $c: Justina Robson.	Novel|Science fiction	Women archaeologists|Women travelers|Artificial intelligence|Space ships|Life on other planets|Interplanetary voyages|Women historians	 
uc2.ark+=13960=t17m05g6p	science fiction	1897.0	Forsyth, Archibald	Rapara		Utopias	 
uc2.ark+=13960=t5w66bd41	historical fiction	1864.0	Hawthorne, Nathaniel	Colonial stories		Massachusetts|History|Colonial period, ca. 1600-1775	 
mdp.39015033490650	historical fiction	1919.0	Segalen, Victor	René Leys. | $c: Translated from the French by J. A. Underwood.	Bibliographies	History|20th century	 
uc2.ark+=13960=t2w37mf3t	fairy tales	1897.0	MacGregor, Barrington	King Longbeard		Fairy tales	 
mdp.39015061002898	random	2003.0	Korn, M. F	All the mutant trash in all the galaxies (or how we raped known space planet by planet) : | four novels / | $c: by M.F. Korn.			 
mdp.39015053533199	war stories	1930.0	Fredenburgh, Theodore	Soldiers march! / | $c: By Theordore Fredenburgh.		World War, 1914-1918	 
mdp.39015063623147	war stories	1930.0	Thomas, Lowell	Lauterbach of the China sea; | the escapes and adventures of a seagoing Falstaff, | $c: by Lowell Thomas ...		Personal narratives, German|Lauterbach, Julius|Emden (Cruiser)|Naval operations|World War, 1914-1918	 
mdp.39015018607864	science fiction	1974.0	Spinrad, Norman	Modern science fiction.	Bibliographies	Science fiction, American|Science fiction, English	 
uc2.ark+=13960=t6d21t54b	historical fiction	1897.0	Stephens, Robert Neilson	An enemy to the king;		France|History|Henry IV, 1589-1610	 
mdp.39015062453132	short stories	2003.0	Deshpande, Shashi	Collected stories / | $c: Shashi Deshpande.	Short stories		 
mdp.39015036698838	war stories	1930.0	Miles, Hallie Eustace	Untold tales of war-time London; | a personal diary | $c: by Hallie Eustace Miles (Mrs. Eustace Miles)		London|England|Personal narratives, English|World War, 1914-1918	 
mdp.39015023145249	war stories	1930.0	Wise, Jennings C. (Jennings Cropper)	The great crusade; | a chronicle of the late war, | $c: by Jennings C. Wise.		World War, 1914-1918	 
uc1.$b581859	war stories	1930.0	Vendel, Henri Joseph	Down the red lane, | $c: by Henri Nadel [pseud.] with a preface by Romain Rolland; translated by Blair Taylor.		Personal narratives, French|World War, 1914-1918	 
uc2.ark+=13960=t0ht2jx7k	historical fiction	1897.0	M?_hlbach, L	Mohammed Ali and his house;		1769-1849|Mohammed Ali, 1805-1849|Mu??????ammad ?_??Al???? B????sh????|Governor of Egypt|History|Egypt	 
uc2.ark+=13960=t71v5fh33	historical fiction	1897.0	M?_hlbach, L	Napoleon in Germany: Louisa of Prussia and her times		Queen, consort of Frederick William III, King of Prussia|Campaigns of 1806-1807|Napoleon|1776-1810|1769-1821|Frederick William III, 1797-1840|History|Prussia (Germany)|Luise|Emperor of the French	 
mdp.39015064770467	mystery and detective fiction	2003.0	Tracy, P. J	Monkeewrench / | $c: P.J. Tracy.	Novel|Mystery fiction	Wisconsin|Police|Serial murders|Computer software industry|Computer games	 
mdp.39015003859785	science fiction	1974.0		Sociology through science fiction / | $c: edited by John W. Milstead ... [et al.].	Bibliographies	Sociology|Science fiction, American	 
mdp.39015067673486	psychological fiction	2003.0	Taguchi, Randy	Outlet / | $c: Randy Taguchi ; translated by Glynne Walley.	Novel|Psychological fiction	Paranormal fiction	 
mdp.39015069191438	historical fiction	2003.0	Vālikannagē, Piyadāsa	Shadows of the white / | $c: Piyadasa Welikannage ; translated by Tilak Balasuriya.		British occupation|History|Sri Lanka	 
inu.39000005926576	tales|folklore	1974.0	Postma, Minnie	Tales from the Basotho. | $c: Translated from Afrikaans by Susie McDermid. Analytical notes, tale type and motif indexes by John M. Vlach.	Bibliographies	Lesotho|Tales|Folklore|Sotho (African people)	 
uc2.ark+=13960=t2n58qn5m	historical fiction	1893.0	Parkman, Francis	Francis Parkman's works		America|United States|Discovery and exploration|Canada|French|History|Colonial period, ca. 1600-1775|New France	 
uc1.32106016423508	psychological fiction|domestic fiction	2003.0	Adams, Jenoyne	Selah's bed : | a novel / | $c: Jenoyne Adams	Domestic fiction|Psychological fiction	Married women|Grandparent and child|Terminally ill	 
uc2.ark+=13960=t5q81nb81	fairy tales|folklore	1897.0	Asbj??rnsen, Peter Christen	Fairy tales from the far North		Folklore|Fairy tales|Norway	 
uc1.b3142972	war stories	1930.0	Manning, Frederic	Her privates, we, | $c: by Private 19022.		World War, 1914-1918	 
uc2.ark+=13960=t2c82kc26	random	1897.0		The book of the thousand nights and a night ;			 
mdp.39015052399188	science fiction	1974.0	Anthony, Piers	Rings of ice / | $c: Piers Anthony ; with a terminal essay by Donald L. Cyr.	Science fiction		 
mdp.39015049552592	humor	1974.0	Wodehouse, P. G., (Pelham Grenville)	Aunts aren't gentlemen : | a Jeeves and Bertie story / | $c: P. G. Wodehouse.	Humorous stories	Wooster, Bertie (Fictitious character)|Valets|Jeeves (Fictitious character)	 
uc2.ark+=13960=t2k64m826	historical fiction	1870.0	Dumas, Alexandre	Sylvandire		France|History|Louis XIV, 1643-1715	 
mdp.39015055116167	short stories	1974.0	Blaise, Clark	Tribal justice / | $c: Clark Blaise.	Short stories		 
mdp.39015063930872	historical fiction	1930.0	Kelly, Eric Philbrook	The blacksmith of Vilno; | a tale of Poland in the year 1832, | $c: by Eric P. Kelly; pictures made in Vilno by Angela Pruszynska.		Revolution, 1830-1832|History	 
mdp.39015011276519	mystery and detective fiction	1974.0	Bodelsen, Anders	Straus. | $c: Translated from the Danish by Nadia Christensen and Alexander Taylor.	Mystery fiction		 
mdp.39015056811675	science fiction	1974.0	Priest, Christopher	The inverted world : | a novel / | $c: Christopher Priest ; illustrated by Andrew M. Stephenson.		Science fiction	 
nyp.33433076090772	random	1897.0	France, Lewis B	Pine Valley, | $c: by Lewis B. France.		American fiction	 
mdp.39015060030585	autobiography	1974.0	Joffo, Joseph	A bag of marbles. | $c: Translated from the French by Martin Sokolinsky.		France|Holocaust, Jewish (1939-1945)|Joffo, Maurice|Joffo, Joseph|Biography|Personal narratives	 
mdp.39015027548745	historical fiction	1930.0	Lukash, Ivan	The flames of Moscow. | $c: by Ivan Lukash; translated from the Russian by Natalie Duddington.		Alexander I, 1801-1825|History	 
uc1.32106017089878	historical fiction	1979.0	Epstein, Leslie	King of the Jews : | a novel / | $c: Leslie Epstein	Jewish fiction|Historical fiction	Jews|Holocaust, Jewish (1939-1945)	 
mdp.39015058708911	short stories|mystery and detective fiction	1974.0		Detective fiction : | crime and compromise / | $c: edited by Dick Allen and David Chacko.	Bibliographies|Short stories	Detective and mystery stories, American|Literary collections|History and criticism|Detective and mystery stories, English|Crime in literature|Crime|Detective and mystery stories	 
uc1.32106018771391	psychological fiction|domestic fiction	2003.0	Schupack, Deborah	The boy on the bus : | a novel / | $c: Deborah Schupack	Domestic fiction|Psychological fiction	Mothers and sons|Identity (Psychology)	 
mdp.39015073377148	random	1974.0	Gifford, Lon	Hard-on the saddle / | $c: Lon Gifford.		Gay erotic literature	 
mdp.39015030710423	short stories	1930.0	Sitwell, Osbert	Dumb-animal, | and other stories.	Short stories		 
pst.000056006193	short stories	2003.0	Hayward, Joel S. A	Jenny Green Teeth and other short stories / | $c: Joel Hayward.	Short stories		 
pst.000050729807	love stories	2003.0	Miller, Karen E. Quinones	Using what you got : | a novel / | $c: Karen E. Quinones Miller.	Love stories	African American women	 
uc1.$b198588	historical fiction	1930.0	Osorgin, Mikhail Andreevich	Quiet street / | $c: Michael Ossorgin.		Revolution, 1917-1921|History	 
mdp.49015000498858	science fiction	1974.0	Olander, Joseph D	American government through science fiction / | $c: Joseph D. Olander, Martin H. Greenberg, Patricia Warrick ; foreword by Frederik Pohl.	Bibliographies	Political fiction, American|Science fiction, American	 
